Edge Node Name,Organisation Name,URL,Network,Address,Added On,Version,Status
Daimler TSS Edge Node,"Daimler TSS","https://provider-mumbai.uatx.acentrik.io","mumbai","0xC393368C095Fe6414A30b8354e71eD6Df6c712cc",19 Dec 2023,"1.3.12","Active",
